chaîne	cadena	chain	שרשרת
international	internacional	international	בינלאומי
rencontre	partido	match	התאמה
nerveux	nervioso	nervous	עצבני
pitié	lástima	pity	רחמים
prouver	probar	prove	להוכיח
élever	aumento	raise	להעלות
fermer	cerrar	shut	לסגור
odeur	oler	smell	להריח
tout droit	Derecho	straight	ישר
Commerce	comercio	trade	סחר
variété	variedad	variety	מגוון
admettre	admitir	admit	להודות
assister	asistir	attend	להשתתף
branche	rama	branch	ענף
charbon	carbón	coal	פחם
consister	consistir	consist	להכיל
déclarer	declarar	declare	להכריז
exact	exacto	exact	מדויק
fermier	granjero	farmer	חקלאי
au lieu	en lugar	instead	במקום
veste	chaqueta	jacket	ז'קט
jambe	pierna	leg	רגל
métal	metal	metal	מתכת
contraire	opuesto	opposite	ההפך
livre	libra	pound	פאונד
rouleau	rodar	roll	גלגול
But	Puntuación	score	ניקוד
tirer	disparar	shoot	לירות
discours	habla	speech	נאום
toilette	baño	toilet	שירותים
dont	cuyo	whose	של מי
attitude	actitud	attitude	גישה
courageux	valiente	brave	אמיץ
contenir	Contiene	contain	מכיל
doute	duda	doubt	ספק
expérience	experiencia	experience	ניסיון
appartement	plano	flat	שטוח
garde	Guardia	guard	שומר
lourd	pesado	heavy	כבד
charge	cargar	charge	מטען
le fer	hierro	iron	ברזל
médicament	medicamento	medicine	רפואה
bruit	ruido	noise	רעש
politique	política	politics	פוליטיקה
verser	verter	pour	לשפוך
se ruer	prisa	rush	למהר
lisse	suave	smooth	חלק
propagé	propagar	spread	להפיץ
suggérer	sugerir	suggest	להציע
difficulté	problema	trouble	צרות
Ouest	Oeste	west	מערב
moyenne	promedio	average	ממוצע
appartenir	pertenecer a	belong	שייך
certainement	ciertamente	certainly	בוודאי
la criminalité	crimen	crime	פשע
devoir	deber	duty	חובה
Soit	ya sea	either	או
échouer	fallar	fail	להיכשל
santé	salud	health	בריאות
influence	influencia	influence	השפעה
chef	líder	leader	מנהיג
mesure	medida	measure	מדידה
offre	oferta	offer	הצעה
pile	pila	pile	ערימה
qui concerne	considerar	regard	יחס
rugueux	áspero	rough	מחוספס
séries	serie	series	סדרה
gâcher	mimar	spoil	לקלקל
place	Mancha	spot	נקודה
mince	Delgado	thin	דקה
voter	votar	vote	הצבעה
